title,timestamp,price,original_price,shipping,item_url
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.356020,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.431199,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.483111,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.531628,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.596342,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.655296,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.733004,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.786275,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.840711,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.894019,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:56.969563,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.080606,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.134951,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.190223,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.241747,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.316385,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.368009,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.424022,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.476384,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.530523,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.597710,US $172.38,N/A,Free shipping,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.659232,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.727109,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
"Sony Xperia 10 IV 5G XQ-CC54 128GB 6.0"" Android Global SmartPhone",2026-03-11 13:44:57.788853,US $172.38,N/A,N/A,https://www.ebay.com/itm/197837525392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
